	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"41612_at"	701.7	207	700	97	416	12	1292	882	120	10	529	10	101	10	10	10	10	10	157	98	10	130	415	10	268	154	597	10	10	80	604	10	10	347	10	307	31	10	10	10	366	567	10	10	10	10	10	10	31	10	10	10	10	755	10	10	10	10	10	10	10	195	10	10	10	10	10	10	10	10	10	10
"41615_at"	57.2	198	69	168	113	313	331	231	361	426	222	61	272	40	27	507	10	27	666	391	10	138	185	10	133	10	61	10	10	64	135	67	10	603	50	106	67	32	10	10	26	111	260	182	12	60	10	10	10	10	10	10	103	10	10	10	10	10	10	10	10	143	10	10	10	10	94	10	10	10	10	27
"41616_at"	10	184	10	33	158	234	65	10	68	373	101	309	231	72	10	10	10	142	428	10	10	164	157	45	83	22	483	10	10	10	123	10	26	10	122	259	10	27	10	10	65	72	10	83	10	280	10	10	10	10	34	10	10	56	10	10	10	10	10	10	10	10	10	10	366	232	10	111	16	10	10	10
"41630_at"	10	10	173	10	10	10	82	203	10	231	270	10	10	85	10	10	10	10	282	10	70	88	187	10	10	10	10	10	10	10	10	58	10	10	15	10	10	173	10	352	10	10	30	67	207	10	10	10	10	10	10	109	10	10	214	51	10	212	10	266	10	109	196	10	158	10	10	135	108	538	317	10
"41652_at"	181.4	48	52	10	10	83	10	10	10	10	10	10	495	629	10	10	471	10	10	161	10	186	10	52	10	10	10	10	10	89	10	93	50	10	88	310	367	397	121	156	10	10	10	10	444	81	167	10	10	33	555	256	476	86	309	538	580	325	10	440	539	10	1279	465	82	650	10	548	10	10	10	10
"41657_at"	10	10	10	10	10	363	10	10	10	10	10	10	107	10	10	10	10	10	105	81	10	10	10	10	955	486	10	621	511	338	420	10	10	10	57	10	10	10	10	10	442	10	10	10	1460	10	422	862	10	195	10	10	841	1191	10	10	10	10	694	10	10	183	10	10	88	10	10	10	1328	447	1013	10
"41658_at"	16.1	162	296	10	45	124	10	157	10	10	394	10	11	311	10	11	10	10	82	222	47	509	323	10	77	10	10	100	35	10	10	126	10	230	101	10	10	10	10	10	10	10	221	21	707	203	10	10	10	103	10	10	156	300	685	38	257	10	124	10	10	338	10	10	113	165	78	205	10	10	10	10
"41660_at"	177.5	60	10	987	469	42	145	269	175	1017	712	605	496	81	10	1983	283	56	1132	28	10	160	96	10	81	76	121	162	10	222	52	184	90	310	10	518	10	295	10	114	10	35	40	102	10	10	10	10	43	405	176	338	10	10	10	10	53	10	24	10	10	35	10	10	10	48	10	10	10	322	10	10
"41677_at"	13.9	104	19	178	142	10	222	267	54	10	48	215	10	226	10	314	10	18	53	10	198	127	199	24	65	10	68	10	10	172	10	135	64	106	10	10	163	43	10	235	209	10	10	58	10	10	10	83	10	252	10	156	181	10	10	10	10	10	10	172	635	589	482	282	332	249	189	10	71	10	10	10
"41710_at"	2108.3	3805	607	1099	794	2092	3484	1400	2244	1157	219	2059	1111	839	428	1041	120	1070	2884	2067	2208	2592	1483	670	26	72	10	10	10	10	218	93	38	623	10	64	82	278	10	10	200	73	870	10	40	166	1698	10	323	10	10	115	63	514	10	573	10	10	476	76	10	15	10	165	144	187	10	10	213	10	133	10
"41866_s_at"	10	10	10	10	10	10	90	10	10	10	27	10	10	290	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	199	10	10	10	73	10	10	667	10	10	10	178	10	116	390	548	369	1083	10	10	108	365	1364	10	10	10	10	49	200	958	1018	84
"41867_at"	10	81	413	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	237	10	10	10	10	1301	10	1325	10	10	928	1215	10	1760	10	10	10	10	18	254	10	10	10	1471	10	1342	217	1625	111	1746	10	10	10	2547	2537	10	1585	10	10
"31786_at"	2593.1	3078	766	1966	344	2416	2450	2288	1289	488	4869	671	476	4301	1422	4240	39	2430	667	36	25	1296	2392	1302	12	33	133	245	10	10	15	10	78	151	93	1376	10	1615	144	40	88	651	10	32	21	52	156	171	153	22	10	59	35	120	24	10	228	97	10	267	188	118	10	24	29	62	179	120	10	117	10	100
"31792_at"	10	10	10	10	22	42	10	124	88	31	893	418	855	61	10	10	10	10	75	10	556	92	10	26	105	14	36	71	831	10	1647	131	52	214	76	10	10	108	235	106	16	429	10	26	149	10	85	60	42	10	10	10	41	67	10	2892	73	92	10	10	253	10	21	15	10	10	10	10	61	14	176	28
"31798_at"	10	10	10	10	521	10	10	10	289	10	10	10	10	10	10	10	10	10	40	10	10	138	53	10	110	205	339	10	10	10	10	10	58	10	10	10	10	10	205	167	224	10	10	10	683	105	10	10	10	10	10	21	221	62	104	296	496	31	10	487	10	294	220	10	138	10	425	494	79	10	10	10
"31814_i_at"	10	342	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	142	10	184	10	10	10	10	10	10	10	10	10	10	10	10	10	709	10	10	10	10	139	10	245	10	95	967	10	10	228	340	334	280	356	10	188	10	10	10	10	192	10	10	10	404	10	1255	119
"31830_s_at"	10	373	10	10	10	10	882	145	416	1042	592	10	10	274	61	10	10	47	10	193	10	10	190	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1478	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	171	10	10	10	463	10
"31856_at"	10	10	66	395	10	10	10	10	15	231	10	10	10	10	10	35	6910	10	10	10	10	10	10	10	625	209	10	10	233	10	10	201	684	10	10	10	93	281	10	10	10	10	10	10	10	10	10	10	10	10	10	10	60	10	10	27	10	10	10	145	10	10	10	10	10	25	10	10	41	10	10	10
"31859_at"	66.1	10	10	10	153	10	10	264	79	164	4082	706	5788	10	10	36	10	18	109	13	313	263	71	38	131	10	10	163	1005	10	8748	217	297	10	10	10	10	10	48	10	10	1986	10	10	29	10	158	1229	10	2036	172	10	10	10	10	5148	69	10	10	97	10	25	10	10	10	104	192	10	10	105	10	10
"31886_at"	1586	769	190	1884	127	1756	2234	1683	417	267	1390	904	2574	1538	272	2622	10	2934	484	10	7122	69	2353	918	76	37	10	732	19	10	10	202	10	10	10	10	152	253	10	10	10	1274	110	62	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"31887_at"	10	17	10	10	287	105	91	107	93	116	10	10	10	10	10	10	10	48	10	46	60	88	10	39	56	66	146	10	10	52	95	10	102	83	119	10	10	43	24	132	10	10	37	111	10	266	10	10	810	10	774	10	10	10	10	234	10	10	10	302	10	10	10	10	10	92	10	10	108	108	10	10
"31892_at"	249.2	10	107	10	10	70	1308	130	10	10	1587	10	47	2005	15	10	1790	10	24	9217	10	99	213	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	49	10	10	128	10	10	10	10	83	10	10	10	10	10	10	10	494	10	10	10	10	10	10	10	10	10	141	10	10	10
"32025_at"	329	1550	173	1378	10	1061	2458	2958	1666	318	3524	1248	10	2744	978	4357	2319	1585	4190	239	1719	192	426	10	300	38	10	404	1326	10	10	10	136	10	10	10	10	10	10	10	10	10	915	568	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	66	10	10	10	10	10	10	10	10	10
"32054_at"	178.5	110	109	10	106	10	22	45	107	272	10	10	74	10	180	10	10	99	58	63	139	10	47	41	259	10	74	10	76	10	10	10	10	10	10	10	60	10	42	10	10	37	130	73	140	10	94	10	10	182	10	10	79	313	10	153	177	10	10	421	10	291	125	10	10	137	531	259	10	10	10	10
"32078_at"	176.5	322	10	387	506	387	279	401	340	486	706	275	369	20	127	908	10	164	595	363	42	224	205	119	126	149	85	10	10	41	63	12	10	10	148	10	10	10	18	78	10	87	10	54	10	10	10	10	34	78	10	10	93	277	10	144	10	10	81	138	10	10	42	10	10	10	10	10	10	10	163	10
"32089_at"	11.2	10	17	10	10	10	36	68	315	173	10	10	12	464	48	10	10	10	10	10	50	276	10	10	10	10	10	2402	46	10	10	21	21	10	2731	1665	10	1202	1547	10	1922	4307	663	10	10	246	10	10	10	34	531	2438	10	10	10	10	10	155	10	308	10	10	10	10	34	53	10	70	10	10	10	10
"32093_at"	23.1	50	10	10	10	10	10	10	10	10	10	10	136	10	70	10	10	49	15	10	81	10	10	10	84	31	10	10	86	10	17	34	10	10	10	449	200	31	10	76	233	158	10	44	10	10	109	10	10	10	10	460	10	34	10	123	504	116	10	160	10	10	359	994	10	10	10	364	10	10	174	319
"32095_at"	36	244	10	235	363	248	252	317	318	988	437	289	168	623	282	444	372	433	243	247	10	545	59	10	10	10	161	61	10	10	10	10	10	10	10	92	223	167	10	77	559	487	299	406	10	67	340	57	10	10	313	673	139	75	12	10	10	10	10	10	10	10	10	185	754	10	10	10	102	10	10	46
"32096_at"	10	612	10	498	10	96	308	630	213	3019	10	10	10	10	10	1308	1497	372	25	761	10	901	10	1451	1014	757	1478	10	708	1351	10	504	3326	10	10	896	944	10	10	773	1867	602	369	2380	10	10	10	10	10	10	36	951	88	10	10	10	427	10	10	311	289	359	1266	10	2402	10	10	10	1163	114	146	10
"32103_at"	10	10	10	10	10	10	10	10	32	373	10	10	10	263	10	10	10	291	198	10	10	1199	10	10	10	64	10	10	10	10	10	10	555	10	10	10	10	10	10	362	10	710	128	10	10	10	10	10	10	10	10	65	10	109	10	10	10	10	10	10	10	10	10	10	164	10	10	10	405	10	10	10
"32105_f_at"	335	566	10	563	704	10	177	10	171	10	127	594	10	128	10	160	10	269	838	10	111	383	10	10	10	32	10	78	10	10	10	10	10	10	10	10	10	10	10	19	10	10	295	10	10	10	10	154	10	599	10	10	192	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"32107_at"	76.9	60	10	101	1986	10	214	684	464	10	462	226	181	807	73	482	10	10	471	917	507	434	10	10	10	131	10	10	10	22	97	10	10	225	10	221	10	26	10	10	10	467	38	252	10	98	10	139	59	340	155	121	48	245	10	10	10	10	100	103	10	374	10	10	10	375	297	10	89	10	227	10
"32108_at"	87.2	72	10	62	10	29	63	10	196	10	10	125	149	10	10	43	10	10	10	10	151	10	107	10	99	234	158	10	186	10	88	10	110	294	10	10	10	10	10	10	173	10	10	64	10	10	10	10	10	10	672	338	204	10	10	10	71	553	60	10	10	155	10	10	91	175	593	10	60	10	10	10
"32110_at"	289.1	164	15	10	291	323	155	46	78	10	261	100	10	321	10	26	150	144	116	200	180	335	258	233	93	10	10	10	164	10	10	98	10	10	94	10	10	10	10	17	10	103	10	191	10	104	161	61	176	10	15	10	10	66	151	81	10	10	10	13	10	163	10	10	164	10	10	10	10	28	10	10
"32115_r_at"	10	10	10	48	693	10	10	10	10	10	10	10	251	894	335	10	10	555	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	197	344	10	668	10	1104	197	10	10	10	10	10	45	10	247	10	10	10	10	10	166	119	10	1033	10	209	10	10	10	10	10	10	10	10	10
"32139_at"	18.5	140	10	248	129	10	10	82	10	567	10	924	195	10	10	287	10	10	306	10	10	10	10	190	89	10	176	10	211	196	10	74	10	10	82	236	10	141	10	10	721	10	10	10	10	493	10	544	10	10	210	635	738	696	10	10	10	148	354	621	10	598	414	553	722	165	10	10	46	84	476	10
"32634_s_at"	24.4	10	25	10	55	10	10	10	10	10	10	10	92	10	10	10	10	10	10	10	10	10	10	10	10	140	10	10	10	10	69	17	10	94	49	10	10	10	10	10	10	10	10	10	10	10	10	176	211	88	93	31	163	796	87	321	433	10	350	415	10	503	10	456	44	10	62	10	10	10	190	73
"32640_at"	10	10	146	10	10	10	10	10	10	10	10	10	10	10	10	10	39	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	286	10	10	10	10	293	10	176	21	1202	10	10	10	10	10	790	535	216	10	10	1227	262	1841	4151	10	2149	64	10	234	10	10	10
"32653_at"	73.4	10	10	79	10	10	94	10	10	10	10	10	10	380	420	10	154	10	10	371	490	10	10	253	10	136	10	271	10	10	333	389	105	265	257	48	10	10	955	10	277	10	10	10	468	378	10	129	10	218	431	10	10	427	10	310	10	129	353	346	10	163	770	663	10	142	1281	290	67	10	28	205
"32663_at"	10	15	10	10	83	10	10	1781	107	10	10	10	10	36	261	124	10	10	456	10	1212	10	10	10	10	10	10	10	234	103	282	10	10	10	10	10	10	10	10	10	10	10	10	10	1101	10	10	10	10	10	10	47	2629	137	10	197	99	10	124	10	334	10	10	10	10	4827	23	4521	10	53	10	10
"32682_at"	648.6	1049	37	10	43	1053	858	548	31	10	118	10	160	393	736	10	175	10	107	848	31	204	1073	116	226	10	196	78	10	167	100	66	10	34	90	510	354	10	10	368	10	10	255	51	10	10	29	10	10	10	10	10	46	10	48	31	10	10	10	13	10	10	106	18	10	208	23	10	109	70	10	10
"32689_s_at"	10	10	295	10	29	10	10	10	126	10	229	10	10	10	10	10	10	103	10	41	10	151	89	56	10	179	96	198	80	221	95	169	307	216	86	219	122	294	10	100	10	10	109	278	10	10	202	10	185	10	116	743	10	211	10	245	10	10	10	10	103	57	10	10	152	10	10	33	10	443	10	10
"32702_at"	10	388	10	793	10	10	10	10	935	514	934	10	10	2385	29	762	10	287	10	10	10	184	10	10	74	175	10	10	10	10	10	205	10	10	10	10	10	10	10	779	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"32703_at"	246.1	300	688	828	61	182	97	27	247	180	188	10	10	657	58	302	10	106	302	10	10	485	168	215	40	10	19	10	83	10	10	10	10	69	21	450	10	24	10	260	10	10	14	10	10	222	10	10	10	10	10	10	44	10	110	62	58	10	10	10	10	10	10	10	10	139	61	122	11	10	10	10
"32728_at"	10	10	10	10	10	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	431	10	10	48	10	10	10	10	10	10	10	10	10	10	74	10	10	10	10	10	10	10	10	10	145	10	10	10	10	10	10	288	10	10	222	739	1354	10	10	10	10	889	10	200	220	10	10	490	133	246	60
"32730_at"	5938.5	1245	48	65	10	2194	1712	532	1147	51	10	502	10	2023	895	27	119	10	1667	10	329	87	2599	502	10	10	12	55	10	10	10	10	10	10	139	10	48	17	10	160	874	22	223	10	10	118	238	10	178	96	10	10	11	89	10	77	10	10	55	207	103	117	107	10	44	43	22	10	10	10	10	10
"33218_at"	10	10	10	10	105	133	74	330	10	10	10	10	619	10	10	161	200	305	80	10	683	10	40	10	191	10	10	203	10	154	10	10	76	24	515	101	10	66	10	10	10	350	10	428	58	10	10	10	10	79	10	10	10	78	10	10	10	10	10	10	10	10	10	10	146	200	10	59	10	10	10	10
"33238_at"	545.9	1945	97	717	1932	1349	1618	8425	1923	1909	4233	1785	3346	55	4109	4452	176	1006	1321	781	323	5263	1614	181	48	10	112	2566	296	21	154	10	49	411	742	798	10	799	558	148	10	1061	3896	10	141	10	3681	10	3564	1907	10	81	10	10	1074	10	266	10	1228	10	10	10	10	10	10	10	10	10	52	10	10	10
"33260_at"	189.2	536	10	257	10	10	174	16	270	10	175	190	10	10	10	498	10	400	23	10	201	373	10	141	208	130	111	10	10	10	10	30	75	10	10	22	10	166	10	10	10	361	10	626	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"33277_at"	10	491	10	10	333	10	10	10	10	826	315	10	10	551	10	50	690	10	10	589	10	10	535	10	206	17	149	10	385	554	635	10	292	10	10	803	628	70	10	743	1104	1136	10	1641	1077	10	993	865	920	441	745	10	176	464	10	951	1631	876	10	982	1024	10	432	1014	110	1644	1337	1290	10	10	39	1189
"33299_at"	1605.2	2362	491	823	148	1880	3014	1336	1428	67	2452	197	184	3260	233	1254	133	524	530	101	280	1277	1668	662	387	369	325	117	41	268	50	55	45	10	10	575	149	88	10	434	31	13	27	443	10	55	25	21	10	10	10	247	137	473	348	10	10	10	10	76	10	10	10	10	34	45	414	25	10	10	58	10
"33714_at"	1358.8	390	10	622	10	350	294	142	63	10	10	10	10	36	10	142	97	259	10	10	10	10	281	62	10	96	322	10	223	10	10	10	25	84	40	223	10	10	10	10	102	10	10	11	10	155	202	10	10	10	10	79	217	10	14	320	45	10	10	10	10	228	43	10	154	72	452	270	69	10	42	10
"33727_r_at"	290.1	10	34	10	10	10	10	10	10	746	10	10	10	10	507	10	10	10	10	10	10	573	10	10	10	10	465	10	10	10	399	582	10	55	10	10	1033	10	545	2183	10	198	10	10	1241	10	1786	182	922	10	108	262	230	10	435	1161	762	619	3081	10	2326	10	10	10	761	10	422	10	3091	10	227	1873
"33731_at"	45	187	10	10	10	374	221	15	54	1705	10	10	32	10	10	10	10	10	117	28	10	252	10	100	250	10	82	48	10	10	10	932	591	2826	225	434	654	888	10	179	3076	86	1521	662	10	588	10	791	10	10	10	3459	10	10	671	292	97	220	141	10	10	10	909	1646	13044	203	288	59	5534	403	82	10
"33755_at"	10	159	141	10	12	10	161	397	272	10	10	10	118	155	10	240	10	224	10	113	405	266	10	10	297	19	374	10	125	152	303	114	145	10	10	141	309	10	10	427	10	626	10	623	10	10	22	10	14	10	10	16	38	201	10	10	122	14	10	10	288	10	10	21	10	10	333	10	10	14	218	10
"33756_at"	96	258	162	10	210	54	131	191	10	282	118	102	50	10	10	10	53	13	10	10	124	250	83	10	119	84	152	10	10	10	10	46	153	194	131	70	10	10	10	122	311	10	123	145	68	101	10	10	10	10	10	113	317	130	72	54	10	10	10	10	10	10	10	10	10	10	277	10	119	71	161	10
"33777_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	156	32	10	10	10	10	10	75	59	1555	10	10	10	10	10	10	2635	10	10	719	10	330	10	10	10	499	899	2512	1779	1880	10	10	323	10	10	1908	10	636	72	810	6684	10	10	10	3484	10	1173	10
"33784_at"	10	10	10	10	10	81	10	10	648	320	10	10	10	867	10	10	10	369	38	10	10	10	10	10	10	10	10	10	10	10	10	10	565	629	10	10	10	471	561	798	10	10	347	10	315	343	10	10	10	10	263	10	10	10	266	10	10	10	10	10	10	10	993	10	10	10	10	10	10	25	630	144
"33785_at"	144.2	142	10	544	31	391	680	10	81	338	68	54	10	892	910	453	76	135	10	90	10	1213	298	596	86	228	711	67	244	10	242	376	484	645	10	10	10	10	469	10	253	147	153	1250	10	10	10	557	10	675	10	358	10	10	10	582	747	170	10	10	10	489	10	10	48	10	1766	10	57	10	10	10
"33801_at"	10	10	10	10	10	10	10	10	10	136	10	10	10	136	10	396	10	13	10	679	10	10	10	10	10	10	594	245	10	10	10	10	342	10	10	10	1315	526	1224	856	717	380	509	576	10	10	1091	10	10	10	10	10	405	1368	565	10	1275	10	10	1493	2043	10	2434	10	102	185	402	10	224	10	10	434
"33809_at"	588.5	163	364	882	1317	17	518	89	1136	2224	1750	523	189	816	839	1509	341	548	1731	473	3207	1675	256	408	10	602	10	10	10	10	10	31	10	76	105	245	10	90	10	10	10	566	108	10	10	10	79	10	10	373	10	10	10	162	10	10	372	10	470	313	10	210	684	10	115	55	10	10	78	289	10	10
"34180_at"	133.3	4885	362	8520	10	10	10	10	10	10	7369	1346	2033	880	10	10	10	10	3804	10	65	10	281	10	2667	10	10	10	880	10	10	10	201	10	1356	10	401	10	10	695	685	459	10	1438	10	1980	3333	10	10	1612	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"34194_at"	2756.6	4327	34	196	38	2871	2650	538	36	10	4057	10	10	18	10	10	10	10	92	29	57	49	943	601	20	75	16	10	10	10	10	32	10	146	58	10	10	40	57	108	112	613	88	28	87	32	59	10	10	10	10	10	10	94	124	49	85	125	10	77	10	10	100	10	15	136	64	10	87	67	99	14
"34200_at"	574.2	426	446	76	411	10	1325	10	10	13	10	342	10	10	10	608	10	10	623	10	10	10	135	124	277	299	306	252	232	10	186	10	258	770	10	179	551	212	263	10	10	1205	10	879	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	603	10	10	10	10	10
"34209_at"	10	443	10	10	55	10	10	161	10	336	341	10	70	351	10	10	10	124	10	10	10	150	10	10	241	18	10	10	10	10	10	10	10	10	10	10	416	10	599	135	400	10	359	491	10	10	501	268	61	10	326	165	255	10	401	234	341	273	955	394	880	255	651	10	10	1124	767	10	510	10	600	204
"34230_r_at"	10	1141	130	1167	10	309	1202	143	10	10	208	1409	331	931	143	998	10	428	1176	10	10	10	111	10	10	1173	556	10	1403	101	10	10	332	98	10	437	10	1514	10	486	587	1523	359	889	2415	10	10	10	10	10	10	515	10	10	58	10	292	10	10	10	10	224	10	10	10	10	10	10	10	10	10	10
"34233_i_at"	263.2	165	674	10	105	58	77	10	315	47	10	10	10	10	37	51	10	12	10	193	243	184	23	136	331	368	176	14	10	215	10	110	307	10	21	314	10	10	327	302	10	10	10	15	85	10	156	19	166	11	10	10	10	10	10	10	167	83	10	238	58	220	327	168	116	240	270	463	359	10	10	10
"34236_at"	10	10	10	282	10	410	30	105	10	424	63	10	10	10	10	222	301	222	10	10	73	10	10	10	297	10	10	10	10	10	35	10	306	10	389	10	34	10	193	10	512	10	10	10	10	10	10	10	10	10	1079	554	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"34251_at"	42.5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1288	10	10	10	10	10	10	783	16	10	10	10	198	10	716	10	684	668	131	1362	1587	1822	130	936	10	576	10
"34259_at"	10	10	10	10	10	10	10	10	10	10	10	51	10	10	769	1165	490	966	175	320	260	1039	10	10	540	333	1368	10	10	1278	10	1206	729	10	10	250	361	602	10	2530	648	10	10	99	10	10	10	10	10	10	764	897	343	147	260	624	173	10	10	10	10	10	10	10	911	10	10	10	10	10	10	10
"34288_at"	134.5	303	10	416	10	230	256	194	10	10	10	497	10	10	10	10	394	10	20	22	10	10	114	199	88	106	96	10	10	41	81	10	101	355	10	43	10	824	10	103	477	131	63	564	10	10	10	36	10	15	10	10	10	111	10	16	10	10	58	10	199	10	10	10	10	10	10	10	10	10	10	10
"34674_at"	10	311	10	114	10	1128	263	27	148	789	10	781	263	290	196	299	143	566	397	184	70	10	62	39	10	67	172	81	81	10	10	10	144	10	112	10	10	337	238	10	10	552	10	283	145	10	362	10	105	10	10	10	181	155	10	10	43	371	10	348	10	23	184	10	10	10	150	10	299	215	134	10
"34682_at"	10	23	10	10	307	10	114	299	10	185	170	233	10	10	31	10	10	10	100	131	90	357	10	10	68	10	61	10	10	39	121	10	349	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	278	10	10	57	261	249	10	10	10	555	10	553	10	10	10	10
"34683_at"	152.8	10	74	10	82	10	10	10	10	10	10	10	10	10	10	10	10	10	10	136	36	10	62	10	10	10	88	10	10	10	10	10	10	10	10	10	10	10	10	209	610	10	10	10	10	10	10	10	10	10	10	221	10	10	10	10	485	410	10	31	395	1600	549	66	10	240	1585	521	236	22	10	10
"34689_at"	10	144	10	10	1281	1643	387	1364	352	159	10	941	2488	10	12	10	10	10	484	10	1267	295	10	10	880	824	587	10	10	139	10	10	10	18	553	72	10	10	10	10	10	10	752	10	10	10	10	10	10	282	10	371	10	53	10	10	10	10	10	10	10	1155	10	10	1861	1780	10	10	1433	10	10	10
"34698_at"	19.1	60	114	10	248	43	40	28	10	76	10	134	10	10	10	10	10	10	10	156	178	10	10	142	10	11	158	10	10	10	114	78	10	482	28	10	10	10	77	10	157	10	10	10	175	275	10	10	10	308	144	10	10	91	10	10	848	10	99	393	10	162	10	10	10	65	477	387	10	10	32	10
"34701_at"	610.5	206	299	10	960	148	708	336	171	10	10	10	10	371	165	10	10	10	10	217	10	293	496	10	10	10	10	272	10	10	106	10	10	10	10	98	10	10	64	156	10	163	10	10	1466	353	1145	236	592	204	458	10	10	271	10	1468	10	1425	580	836	10	424	228	2316	131	10	612	10	469	778	457	10
"34702_f_at"	339.8	10	10	10	237	124	960	825	10	10	934	10	144	10	418	10	10	10	20	10	10	10	719	10	10	10	522	10	352	10	168	10	10	10	10	10	10	10	10	159	10	861	10	685	27	10	10	32	264	664	10	10	90	10	250	63	10	10	10	10	10	322	10	10	10	10	12	1091	10	10	2378	2187
"34703_f_at"	453.7	42	54	10	505	10	632	494	10	10	396	10	103	658	667	10	10	10	190	126	169	59	524	10	10	10	368	10	249	10	172	10	10	10	10	10	10	10	259	53	177	503	245	380	615	10	275	345	72	368	10	238	184	10	370	98	212	10	10	10	33	239	10	86	10	20	175	919	105	1642	3932	4259
"34720_at"	129.4	181	10	10	352	10	17	87	56	54	108	10	10	240	28	10	10	10	128	96	10	16	10	10	10	10	10	10	10	10	161	143	10	217	37	10	10	10	285	10	10	10	243	167	83	401	349	256	10	10	10	528	325	140	626	469	269	640	10	186	490	10	879	83	164	554	461	107	233	385	267	389
"34724_at"	150.2	44	48	10	52	89	101	10	10	178	248	10	10	10	10	10	159	10	10	557	10	90	121	10	131	10	185	56	10	106	87	10	33	10	10	322	126	10	608	275	458	90	63	53	10	46	29	124	10	137	95	14	10	199	149	22	10	10	10	83	10	121	10	10	10	10	38	10	10	10	221	10
"34730_g_at"	2423.1	116	10	497	955	10	1156	1389	473	10	2593	776	657	1772	243	731	251	10	1135	1550	264	1001	10	400	10	10	10	10	1442	10	10	10	10	10	10	691	10	1204	10	10	10	756	10	10	10	297	434	10	10	918	10	269	10	10	10	10	531	471	551	462	479	119	10	10	10	10	10	1634	10	458	429	320
"34744_at"	10	230	10	405	121	52	223	10	10	166	77	71	10	57	10	288	10	178	10	106	10	375	137	41	110	80	190	228	378	10	10	13	10	53	10	10	66	10	233	304	10	340	10	332	10	10	10	10	10	10	95	10	10	10	10	10	10	10	10	10	226	10	10	10	10	10	10	10	10	10	10	10
"35149_at"	132.5	783	50	242	287	448	235	193	10	10	174	121	10	160	58	10	10	81	176	29	132	28	10	192	10	83	136	10	10	10	10	10	52	225	10	258	10	172	10	10	573	23	355	10	10	10	10	10	10	10	64	10	10	171	10	10	10	10	10	314	10	10	113	143	80	10	41	10	10	216	10	10
"35158_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	473	283	10	10	300	5578	10	10	10	10	10	10	10	242	572	10	10	10	2351	866	10	10	32	10
"35164_at"	1301.8	3134	548	3602	3810	10	2167	10	3446	6192	8289	957	1242	10098	796	233	595	548	2483	4711	1324	24	10	10	10	10	10	10	10	10	10	239	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
